name	taxonomy_id	taxonomy_lvl	ERR12026990	ERR12026990	ERR12026997	ERR12027002	ERR12027006	ERR12027014	ERR12027016	ERR12027023	ERR12027028	ERR12027036	ERR12027040	ERR12027049	ERR12027058	ERR12027060	ERR12027062	ERR12027070	ERR12027080	ERR12027086	ERR12027089	ERR12027103	ERR12027112	ERR12027117	ERR12027120	ERR12027128	ERR12027134	ERR12027141	ERR12027142	ERR12027144	ERR12027147	ERR12027154	ERR12027158	ERR12027168	ERR12027172	ERR12027184	ERR12027193	ERR12027195	ERR12027201	ERR12027206	ERR12027212	ERR12027221	ERR12027225	ERR12027235	ERR12027243	ERR12027269	ERR12027274	ERR12027284	ERR12027286	ERR12027307	ERR12027314	ERR12027322	ERR12027324	ERR12027327	ERR12027340	ERR12027342	ERR12027347	ERR12027349	ERR12027353	ERR12027357	ERR12027359	ERR12027372	ERR12027380	ERR12027399	ERR12027404	ERR12027407	ERR12027412	ERR12027417	ERR12027421	ERR12027425	ERR12027433	ERR12027437	ERR12027442	ERR12027446	ERR12027451	ERR12027458	ERR12027461	ERR12027470	ERR12027472	ERR12027475	ERR12027483	ERR12027491	ERR12027497	ERR12027502	ERR12027516	ERR12027521	ERR12027532	ERR12027538	ERR12027544	ERR12027552	ERR12027555	ERR12027559	ERR12027562	ERR12027568	ERR12027572	ERR12027580	ERR12027594	ERR12027606	ERR12027606
Corynebacterium cyclohexanicum	322009	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	26	0	0	0	0	0	0	0	0	0	5	8	0	0	40	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium sp. YH-1	2908837	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	11	0	15	0	9	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	9	0	21	7	0	0	14	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium anyangense	1431246	S	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	34	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium neoaurum	1795	S	0	0	0	0	0	18	0	0	0	6	0	0	0	0	0	43	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	14	0	52	0	0	0	0	0	12	0	0	0	10	14	0	0	52	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium mengxianglii	2736649	S	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	46	0	17	0	7	0	0	0	0	0	0	0	0	0	0	0	20	0	56	0	0	0	0	0	0	0	0	0	7	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium fortuitum	1766	S	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	29	0	8	0	19	17	0	0	0	0	0	0	0	0	0	0	22	0	36	0	0	0	0	0	0	0	0	0	7	11	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	8	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium madagascariense	212765	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	7	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	13	0	0	0	10	8	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium mageritense	53462	S	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	17	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0	56	14	0	0	0	0	7	0	0	0	11	6	0	0	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium sarraceniae	1534348	S	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	8	0	34	0	0	0	0	0	0	0	0	0	14	9	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium gadium	1794	S	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	14	0	16	0	16	0	0	0	0	0	0	0	0	0	0	0	8	0	59	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium parafortuitum	39692	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium hassiacum	46351	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	9	0	0	0	5	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium rutilum	370526	S	0	0	0	0	0	11	0	0	0	0	0	19	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium smegmatis	1772	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	27	0	0	0	8	6	0	0	0	0	0	19	0	0	0	0	17	0	67	0	0	0	0	0	0	0	0	0	25	10	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	20	0	0	0	8	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium aurum	1791	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	8	0	0	11	0	0	0	5	9	0	0	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium boenickei	146017	S	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium thermoresistibile	1797	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium fallax	1793	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	5	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium confluentis	28047	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	35	8	0	0	0	0	6	0	0	0	7	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium phocaicum	319706	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	15	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	20	18	0	0	0	0	29	0	16	0	123	15	0	0	7	0	0	0	0	16	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	9	24	0	0	0	38	0	0	13	17	0	0	0	27	0	0	0	0	0	0	0	9	0	0	0	0	0
Mycolicibacterium rhodesiae	36814	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	16	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	6	0	0	0	10	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium mucogenicum	56689	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	8	0	0	0	0	0	0	0	0	0	18	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium doricum	126673	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	18	0	0	14	0	0	0	0	0	0	44	8	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium tokaiense	39695	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	15	12	9	0	14	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium poriferae	39694	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	0	20	0	0	0	0	0	6	0	0	0	12	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium nivoides	2487344	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	30	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium phlei	1771	S	0	0	0	0	0	7	0	30	0	11	0	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	32	17	0	32	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	33	0	0	0	0	0	34	12	0	0	6	0	0	0	0	7	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	0
Mycobacterium sp. EPa45	1545728	S	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	38	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. DL592	2675524	S	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	27	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	11	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. ELW1	1547487	S	0	0	0	0	0	12	0	0	0	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0	52	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. IDR2000157661	2867005	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	22	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	18	0	0	0	0	0	15	0	0	0	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. Z3061	3073562	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	58	0	0	0	0	0	0	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. SMC-8	2857060	S	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	21	0	0	0	0	0	0	0	0	0	91	18	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	83	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. MS1601	1936029	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	11	0	0	0	0	5	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. JS623	212767	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	19	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	10	0	21	0	0	0	0	0	13	0	0	0	12	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	16	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium kubicae	120959	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	18	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	0	21	12	0	0	0	0	12	33	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium simiae	1784	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	14	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	5	0	33	0	0	0	0	0	0	0	0	0	5	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium stomatepiae	470076	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium shigaense	722731	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium avium	1764	S	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	22	0	29	0	14	7	0	0	0	0	0	0	0	0	0	0	13	0	25	0	0	35	0	0	0	0	0	0	21	27	0	0	22	0	0	0	0	0	0	0	0	0	0	0	10	0	13	0	0	0	0	0	0	0	0	16	0	0	18	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium intracellulare	1767	S	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium marseillense	701042	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium marinum	1781	S	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium cookii	1775	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	17	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	5	0	27	11	0	0	0	0	13	0	11	0	6	9	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium paragordonae	1389713	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	7	0	0	0	13	12	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Mycobacterium methanotrophicum	2943498	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	17	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium shinjukuense	398694	S	0	0	0	0	0	7	0	0	0	0	0	0	0	19	0	13	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	29	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium paraseoulense	590652	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium grossiae	1552759	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	11	7	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium vicinigordonae	1719132	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	12	0	8	0	23	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	10	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium gallinarum	39689	S	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium basiliense	2094119	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium noviomagense	459858	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium gordonae	1778	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	19	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteroides chelonae	1774	S	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	51	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	30	0	62	0	0	7	0	0	18	0	0	0	51	22	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	26	6	0	0	0	0	0
Mycobacteroides abscessus	36809	S	0	0	0	0	0	41	0	0	0	6	0	0	0	0	0	16	0	7	0	12	6	0	0	0	0	0	0	0	0	0	0	15	0	46	10	0	38	0	0	6	11	0	0	30	17	0	0	25	22	0	0	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteroides salmoniphilum	404941	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	13	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	18	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	9	6	0	0	0	0	0
Mycolicibacter sp. MU0083	3064287	S	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	22	0	0	0	0	0	0	0	11	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacter terrae	1788	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacter heraklionensis	512402	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacter minnesotensis	1118379	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	21	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	11	0	27	0	0	0	0	0	7	0	0	0	13	14	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. Z13	2962047	S	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	18	14	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	0	36	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
