name	taxonomy_id	taxonomy_lvl	NEG	NC	TT28	TT54	TT20	TT81	TT60	AM26	AM24	AM29	AM13	TT21	AM48	TT55	TT23
Amycolatopsis sp. DSM 110486	2865832	S	0	0	10	0	0	11	36	0	0	0	32	0	0	0	0
Amycolatopsis sp. BJA-103	1911175	S	0	0	9	0	0	11	0	0	7	0	12	0	0	0	0
Amycolatopsis sp. CA-230715	2745196	S	0	0	5	0	0	16	46	0	0	0	23	0	0	0	0
Amycolatopsis pretoriensis	218821	S	0	0	21	0	0	32	45	0	0	0	37	0	0	0	0
Amycolatopsis keratiniphila	129921	S	0	0	26	0	0	12	14	0	0	0	33	0	9	0	0
Amycolatopsis orientalis	31958	S	0	0	13	0	0	0	48	0	0	0	17	0	0	0	0
Amycolatopsis roodepoortensis	700274	S	0	0	15	0	0	0	22	0	0	0	15	0	0	0	0
Amycolatopsis aidingensis	2842453	S	0	0	7	0	0	0	27	0	0	0	7	0	0	9	0
Amycolatopsis albispora	1804986	S	0	0	6	0	0	19	35	0	0	0	30	0	0	0	0
Saccharomonospora viridis	1852	S	0	0	7	0	0	0	22	0	0	0	5	0	0	0	0
Kutzneria buriramensis	1045776	S	0	0	6	0	0	0	26	0	0	0	0	0	0	0	0
Kutzneria chonburiensis	1483604	S	0	0	5	0	0	15	41	0	0	0	37	0	0	0	0
Saccharothrix sp. 6-C	2781735	S	0	0	12	0	0	15	44	0	0	0	37	0	0	0	0
Actinoalloteichus hymeniacidonis	340345	S	0	0	15	0	0	0	23	0	0	0	14	0	0	0	0
Actinosynnema mirum	40567	S	0	0	9	0	0	0	35	0	0	0	22	0	0	0	0
Micromonospora sp. WMMD812	3015152	S	0	0	17	0	0	9	51	0	0	0	33	0	8	0	0
Micromonospora sp. WMMC415	2675222	S	0	0	14	0	0	13	43	0	0	0	22	0	0	0	0
Micromonospora sp. HUAS 3	3028804	S	0	0	15	0	0	11	14	0	0	0	27	0	0	79	0
Micromonospora sp. LH3U1	3018339	S	0	0	14	0	0	8	14	0	0	0	12	0	0	0	0
Verrucosispora sp. NA02020	2742132	S	0	0	11	0	0	6	30	0	0	0	14	0	12	0	0
Micromonospora sp. HUAS LYJ1	3061626	S	0	0	25	0	0	0	37	0	0	0	13	0	0	0	0
Micromonospora echinospora	1877	S	0	0	26	0	0	0	16	0	0	0	41	0	14	0	0
Micromonospora auratinigra	261654	S	0	0	22	0	0	11	50	0	0	0	52	0	0	0	0
Micromonospora craniellae	2294034	S	0	0	15	0	0	0	26	0	0	0	13	0	0	7	0
Micromonospora zamorensis	709883	S	0	0	11	0	0	8	44	0	0	0	11	0	0	0	0
Micromonospora echinaurantiaca	47857	S	0	0	9	0	0	11	40	0	0	0	22	0	7	0	0
Micromonospora chokoriensis	356851	S	0	0	11	0	0	0	18	0	0	0	9	0	19	0	0
Micromonospora siamensis	299152	S	0	0	9	0	0	0	22	0	0	0	42	0	12	0	0
Micromonospora echinofusca	47858	S	0	0	7	0	0	12	26	0	0	0	20	0	14	0	0
Micromonospora viridifaciens	1881	S	0	0	7	0	0	7	22	0	0	0	11	0	0	0	0
Dactylosporangium vinaceum	53362	S	0	0	22	0	0	26	60	0	0	0	30	0	0	0	0
Plantactinospora sp. KBS50	2024580	S	0	0	19	0	10	33	21	0	0	0	64	0	0	0	0
Solwaraspora sp. WMMA2056	3015161	S	0	0	7	0	0	7	13	0	0	0	31	0	5	0	0
Actinocatenispora thailandica	227318	S	0	0	11	0	0	15	52	0	0	0	34	0	7	0	0
Natronosporangium hydrolyticum	2811111	S	0	0	10	0	0	7	27	0	0	0	22	0	0	0	0
Nocardiopsis alba	53437	S	0	0	37	0	0	0	32	0	0	0	16	0	0	0	0
Thermobifida fusca	2021	S	0	0	32	0	0	8	26	0	0	0	8	0	0	0	0
Actinomadura sp. WMMA1423	2591108	S	0	0	6	0	0	10	56	0	0	0	57	0	5	0	0
Actinomadura verrucosospora	46165	S	0	0	13	0	0	16	27	0	0	0	28	0	9	0	0
Epidermidibacterium keratini	1891644	S	0	0	137	0	0	56	294	0	18	0	36	0	62	0	0
Frankia sp. ArI3	1858	S	0	0	13	0	0	23	32	0	0	0	16	0	0	0	0
Frankia casuarinae	106370	S	0	0	7	0	7	7	14	0	0	0	7	0	0	0	0
Natronoglycomyces albus	2811108	S	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0
Candidatus Nanopelagicus limnes	1884634	S	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0
Jatrophihabitans sp. SB3-54	2944128	S	0	0	9	0	0	13	45	0	0	0	38	0	0	0	0
Catenulispora acidiphila	304895	S	0	0	7	0	0	17	26	0	0	0	46	0	5	0	0
Actinopolyspora erythraea	414996	S	0	0	6	0	6	7	16	0	0	0	0	0	0	0	0
Acidothermus cellulolyticus	28049	S	0	0	5	0	0	11	5	0	0	0	0	0	0	0	0
Collinsella stercoris	147206	S	0	0	9	0	0	0	7	0	0	0	0	0	0	0	0
Lancefieldella parvula	1382	S	0	0	27	28	5	13	63	0	0	0	0	43	28	0	0
Atopobium sp. oral taxon 416	712157	S	0	0	13	8	0	0	0	0	0	0	0	6	0	0	0
Leptogranulimonas caecicola	2894156	S	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0
Parafannyhessea umbonata	604330	S	0	0	6	0	0	7	45	0	0	0	5	9	0	0	0
Berryella intestinalis	1531429	S	0	0	475	0	0	0	30	0	0	0	7	5	0	0	0
Berryella wangjianweii	2734634	S	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthella lenta	84112	S	0	0	31	0	0	0	15	0	0	0	6	0	0	0	0
Eggerthella guodeyinii	2690837	S	0	0	9	0	0	0	0	0	0	0	15	0	0	0	0
Adlercreutzia equolifaciens	446660	S	0	0	32	0	0	0	13	0	0	0	0	0	0	0	0
Gordonibacter urolithinfaciens	1335613	S	0	0	15	0	0	0	14	0	0	0	0	15	0	0	0
Arabiibacter massiliensis	1870985	S	0	0	14	0	0	0	11	0	0	0	0	0	0	0	0
Raoultibacter timonensis	1907662	S	0	0	7	0	0	0	11	0	0	0	0	6	0	0	0
Cryptobacterium curtum	84163	S	0	0	5	0	0	0	17	0	0	0	0	0	0	0	0
Rubrobacter radiotolerans	42256	S	0	0	10	0	0	10	11	6	0	0	6	0	10	0	0
Rubrobacter indicoceani	2051957	S	0	0	5	0	0	13	7	0	0	0	0	0	21	0	0
Euzebya pacifica	1608957	S	0	0	6	0	0	5	11	0	0	0	10	0	0	0	0
Lactobacillus acetotolerans	1600	S	0	0	46	0	0	0	50	86	0	5	202	5	6	100	9
Lactobacillus johnsonii	33959	S	0	0	47	6	12	17	71	221	7	953	789	0	88	241	43
Lactobacillus kullabergensis	1218493	S	0	0	21	0	0	0	0	45	0	7	144	0	70	78	0
Lactobacillus kefiranofaciens	267818	S	0	0	20	0	19	7	2281	74	0	37	627	6	31	395	78
Lactobacillus paragasseri	2107999	S	0	0	41	0	0	0	112	121	0	8	56	8	0	86	0
Leuconostoc garlicum	255248	S	0	0	86	22	103	427	127	0	0	0	0	0	0	0	0
Leuconostoc pseudomesenteroides	33968	S	0	0	39	26	14	38	55	7	0	0	0	0	0	30	0
Leuconostoc citreum	33964	S	0	0	70	18	16	80	58	0	0	0	0	0	0	0	0
Leuconostoc falkenbergense	2766470	S	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0
Limosilactobacillus portuensis	2742601	S	0	0	33	0	5	0	132	5768	5	1087	8361	0	0	148	0
Ligilactobacillus ruminis	1623	S	0	0	15	7	0	0	6	0	0	0	12	28	0	20	0
Lentilactobacillus hilgardii	1588	S	0	0	19	0	0	0	18	0	0	0	21	0	0	17	0
Streptococcus intermedius	1338	S	0	0	195	12	16	30	34	0	9	0	0	113	20	0	0
Streptococcus constellatus	76860	S	0	0	65	35	0	17	55	8	0	0	0	114	10	0	0
Streptococcus sp. 1643	2576376	S	0	0	935	0	0	32	90	0	0	0	0	379	24	0	0
Streptococcus sp. KS 6	2598457	S	0	0	95	22	0	18	33	0	0	0	0	49	0	0	0
Streptococcus sp. FDAARGOS_192	1839799	S	0	0	48	0	0	16	32	0	0	0	0	11	6	0	0
Streptococcus sp. NSJ-72	2763068	S	0	0	49	0	0	0	0	0	0	0	0	53	0	0	0
Streptococcus agalactiae	1311	S	0	0	1992	862	509	313	270	43	23	0	0	2299	39	15	38
Streptococcus periodonticum	2490633	S	0	0	303	18	0	0	0	0	0	0	0	17	0	0	7
Streptococcus equinus	1335	S	0	0	142	81	258	556	280	8	0	0	15	7	0	0	0
Streptococcus koreensis	2382163	S	0	0	193	0	0	68	71	0	0	0	0	5	32	0	0
Streptococcus gallolyticus	315405	S	0	0	212	26	142	289	124	0	0	0	0	37	0	0	0
Streptococcus ruminicola	2686210	S	0	0	166	104	411	892	204	0	0	0	0	0	0	0	0
Streptococcus pseudoporcinus	361101	S	0	0	54	26	12	0	26	0	0	6	0	147	0	0	8
Streptococcus canis	1329	S	0	0	39	0	12	6	23	0	0	0	0	151	0	0	0
Streptococcus milleri	33040	S	0	0	70	0	0	0	16	0	0	0	0	59	0	0	0
Streptococcus porcinus	1340	S	0	0	22	6	0	0	7	12	0	0	6	32	0	0	0
Streptococcus uberis	1349	S	0	0	19	0	0	0	5	0	0	0	0	0	0	0	0
Streptococcus pluranimalium	82348	S	0	0	15	0	0	0	0	0	0	0	0	38	11	8	0
Streptococcus ratti	1341	S	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0
Streptococcus himalayensis	1888195	S	0	0	13	0	0	0	6	0	0	0	0	0	0	0	0
Streptococcus macedonicus	59310	S	0	0	46	14	70	263	63	0	0	0	0	0	0	0	0
Streptococcus didelphis	102886	S	0	0	11	0	0	0	0	0	0	0	0	7	8	0	0
Streptococcus ruminantium	1917441	S	0	0	19	0	0	0	17	0	0	0	0	9	0	0	0
Streptococcus pasteurianus	197614	S	0	0	40	21	35	83	49	0	0	0	0	36	0	0	0
Streptococcus halichoeri	254785	S	0	0	8	0	0	0	12	0	0	0	0	8	0	0	0
Streptococcus ferus	1345	S	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0
Streptococcus oriscaviae	2781599	S	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0
Streptococcus chenjunshii	2173853	S	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0
Streptococcus marmotae	1825069	S	0	0	5	0	0	0	0	0	0	0	0	8	6	0	0
Streptococcus respiraculi	2021971	S	0	0	5	0	0	0	0	0	0	0	0	16	0	0	0
Streptococcus acidominimus	1326	S	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0
Streptococcus iniae	1346	S	0	0	5	0	0	0	6	0	0	0	0	8	0	0	0
Lactococcus formosensis	1281486	S	0	0	47	79	61	459	151	0	0	0	0	0	0	0	0
Lactococcus sp. NH2-7C	2879149	S	0	0	30	8	14	91	44	0	0	0	0	0	0	0	0
Lactococcus garvieae	1363	S	0	0	20	13	13	233	67	0	0	0	0	0	0	0	0
Lactococcus carnosus	2749961	S	0	0	10	0	0	7	14	0	0	0	0	0	0	0	0
Enterococcus innesii	2839759	S	0	0	158	0	0	11	30	0	0	0	0	0	11	0	0
Enterococcus sp. FDAARGOS_375	2060307	S	0	0	123	0	0	47	58	0	0	0	0	0	0	0	0
Enterococcus sp. CR-Ec1	2057791	S	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus sp. CoE-012-22	3031993	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus sp. FZMF	3050383	S	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus hirae	1354	S	0	0	12	30	60	177	0	0	0	0	0	15	0	17	0
Enterococcus gallinarum	1353	S	0	0	30	0	0	0	19	0	0	0	0	0	34	0	0
Enterococcus gilvus	160453	S	0	0	6	0	0	0	0	0	0	0	0	0	8	5	0
Enterococcus avium	33945	S	0	0	5	0	0	0	7	0	0	0	0	12	0	0	0
Enterococcus rotai	118060	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus christensenii	87541	S	0	0	1020	689	689	0	31	17	0	148	92	215	7	31	2169
Suicoccus acidiformans	2036206	S	0	0	8	5	0	0	12	0	0	0	0	7	0	0	0
Carnobacterium divergens	2748	S	0	0	7	0	0	0	10	0	0	0	0	0	5	0	0
Staphylococcus pseudintermedius	283734	S	0	0	22	0	0	14	87	0	0	0	9	17	0	16	0
Staphylococcus ureilyticus	94138	S	0	0	38	0	10	9	5135	10	0	0	0	0	0	0	0
Staphylococcus pseudoxylosus	2282419	S	0	0	17	0	0	6	8	0	0	0	0	0	0	0	0
Staphylococcus carnosus	1281	S	0	0	11	0	0	0	26	0	0	0	0	7	0	0	0
Staphylococcus gallinarum	1293	S	0	0	8	0	7	14	32	0	0	0	0	0	0	0	0
Staphylococcus lloydii	2781774	S	0	0	7	0	0	0	5	0	0	0	0	0	8	0	0
Macrococcus caseolyticus	69966	S	0	0	19	0	0	44	41	0	0	0	0	0	0	0	0
Macrococcus equipercicus	69967	S	0	0	5	0	0	0	17	0	0	0	0	0	0	0	0
Jeotgalicoccus sp. ATCC 8456	946435	S	0	0	12	0	0	6	3900	0	0	0	0	0	0	0	0
Jeotgalicoccus sp. WY2	2708346	S	0	0	7	0	5	9	848	0	0	0	7	0	0	0	0
Nosocomiicoccus ampullae	489910	S	0	0	8	0	0	7	38	0	0	0	0	0	6	0	0
Bacillus pacificus	2026187	S	0	0	646	0	37	170	36	0	0	0	0	0	9	0	0
Bacillus paranthracis	2026186	S	0	0	971	109	946	1395	635	0	0	0	0	0	0	0	0
Bacillus mycoides	1405	S	0	0	84	0	19	55	15	0	0	0	0	0	0	0	0
Bacillus wiedmannii	1890302	S	0	0	63	0	8	81	30	0	0	0	0	0	0	0	0
Bacillus anthracis	1392	S	0	0	196	0	84	269	0	27	0	0	16	37	0	19	0
Bacillus tropicus	2026188	S	0	0	38	0	35	59	0	0	0	0	0	0	0	0	0
Bacillus sp. ABP14	1892404	S	0	0	32	0	32	157	35	0	0	0	0	0	0	0	0
Bacillus nitratireducens	2026193	S	0	0	12	0	0	8	0	0	0	0	0	0	0	0	0
Bacillus cytotoxicus	580165	S	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0
Bacillus luti	2026191	S	0	0	7	0	0	18	0	0	0	0	0	0	0	0	0
Bacillus paralicheniformis	1648923	S	0	0	97	0	0	18	834	0	0	0	10	0	0	0	0
Bacillus amyloliquefaciens	1390	S	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus subtilis	1423	S	0	0	141	0	73	565	612	0	0	0	27	0	0	73	0
Bacillus sp. BD59S	2499213	S	0	0	21	0	15	11	0	0	0	0	0	0	17	0	0
Bacillus sp. FDAARGOS_527	2576356	S	0	0	64	0	0	164	61	0	0	0	0	0	0	0	0
Bacillus shivajii	1983719	S	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus safensis	561879	S	0	0	21	0	0	17	121	0	0	0	6	0	0	0	0
Bacillus pumilus	1408	S	0	0	8	0	0	14	60	0	0	0	0	0	0	0	0
Priestia flexa	86664	S	0	0	288	0	0	14	19	0	0	0	0	0	0	0	0
Priestia aryabhattai	412384	S	0	0	8	0	0	0	17	0	0	0	0	0	0	0	0
Oceanobacillus kimchii	746691	S	0	0	126	0	0	0	10	0	0	0	0	0	0	0	0
Anoxybacillus amylolyticus	294699	S	0	0	15	0	17	8	15	0	9	0	0	0	0	0	0
Anoxybacillus caldiproteolyticus	247480	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Metabacillus sp. B2-18	2897333	S	0	0	41	0	0	8	15	0	0	0	0	9	0	0	0
Metabacillus litoralis	152268	S	0	0	13	0	0	0	10	0	0	0	0	0	0	10	0
Metabacillus endolithicus	1535204	S	0	0	5	0	0	0	0	0	0	0	57	0	0	0	0
[Bacillus] caldolyticus	1394	S	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus sp. OF-1	2972483	S	0	0	23	0	0	0	8	0	0	6	0	0	0	0	0
Lysinibacillus capsici	2115968	S	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Peribacillus simplex	1478	S	0	0	7	0	0	0	15	0	0	0	0	0	0	0	0
Cytobacillus firmus	1399	S	0	0	8	0	0	0	16	0	0	0	0	0	0	0	0
Shouchella clausii	79880	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Radiobacillus kanasensis	2844358	S	0	0	5	0	0	0	8	0	0	0	0	0	0	0	0
Rossellomorea marisflavi	189381	S	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0
Alkalihalophilus pseudofirmus	79885	S	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sp. MH3	1399115	S	0	0	143	18	78	1632	93	0	0	0	0	0	0	0	0
Exiguobacterium sp. ZWU0009	1224749	S	0	0	256	0	114	1557	113	0	0	0	0	0	0	0	0
Exiguobacterium sp. U13-1	1849031	S	0	0	196	0	62	2733	52	0	0	0	0	0	0	0	0
Brevibacillus agri	51101	S	0	0	184	0	0	0	25	0	0	0	0	0	0	25	0
Brevibacillus choshinensis	54911	S	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus parabrevis	54914	S	0	0	88	0	0	34	0	0	0	0	0	0	0	0	0
Brevibacillus brevis	1393	S	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus composti	2796470	S	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus marinus	2496837	S	0	0	5	0	0	0	0	0	0	0	0	7	0	0	0
Paenibacillus sp. B01	2660554	S	0	0	67	6	18	7	44	0	0	0	0	0	0	13	0
Paenibacillus sp. BIHB 4019	1870819	S	0	0	21	0	0	0	6	0	0	0	0	8	0	0	0
Paenibacillus sp. CAA11	1532905	S	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. E222	2748863	S	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus elgii	189691	S	0	0	30	17	16	0	12	0	0	0	0	6	0	6	0
Paenibacillus konkukensis	2020716	S	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0
Paenibacillus naphthalenovorans	162209	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus durus	44251	S	0	0	6	0	0	0	0	0	0	0	0	8	0	0	0
Paenibacillus glucanolyticus	59843	S	0	0	29	0	0	0	0	0	0	0	38	0	0	0	0
Cohnella sp. LGH	1619153	S	0	0	7	0	0	18	0	0	0	0	12	0	0	0	0
Thermobacillus composti	377615	S	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0
Listeria innocua	1642	S	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Planococcus halocryophilus	1215089	S	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0
Planococcus maritimus	192421	S	0	0	5	0	12	18	12	0	0	0	0	0	0	0	0
Kurthia sp. YJT4	3049086	S	0	0	19	0	0	8	0	0	0	0	0	0	0	0	0
Ureibacillus thermosphaericus	51173	S	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
Solibacillus sp. R5-41	2048654	S	0	0	5	0	0	0	36	0	0	0	0	0	0	0	0
Solibacillus silvestris	76853	S	0	0	5	0	0	0	16	0	0	0	0	0	0	0	0
Alicyclobacillus cycloheptanicus	1457	S	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Alicyclobacillus acidocaldarius	405212	S	0	0	6	0	0	10	5	0	0	0	10	0	0	0	0
Alicyclobacillus mengziensis	2931921	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Thermoactinomyces vulgaris	2026	S	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0
Peptoniphilus ivorii	54006	S	0	0	18	35	0	5	18	0	0	0	0	220	0	0	0
Helcococcus kunzii	40091	S	0	0	59	44	0	6	22	10	0	0	0	162	0	6	8
Murdochiella vaginalis	1852373	S	0	0	46	40	9	0	17	0	0	0	0	127	5	0	0
Miniphocaeibacter halophilus	2931922	S	0	0	7	0	0	0	0	0	0	0	0	15	0	0	0
Gudongella oleilytica	1582259	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Blautia sp. NBRC 113351	2877527	S	0	0	14	0	0	7	5	0	0	0	0	6	0	0	0
Blautia producta	33035	S	0	0	17	0	0	0	0	0	0	0	0	15	0	0	0
Blautia argi	1912897	S	0	0	15	0	0	0	6	0	0	0	0	17	0	0	0
Blautia liquoris	2779518	S	0	0	6	0	0	5	0	0	0	0	0	9	0	0	0
Roseburia rectibacter	2763062	S	0	0	141	0	0	0	0	0	0	0	0	7	0	0	0
Anaerostipes rhamnosivorans	1229621	S	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus comes	410072	S	0	0	1065	0	0	0	0	0	0	0	0	7	0	7	0
Dorea formicigenerans	39486	S	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
[Ruminococcus] torques	33039	S	0	0	79	0	0	0	0	0	0	7	0	0	7	0	0
Enterocloster clostridioformis	1531	S	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
[Clostridium] scindens	29347	S	0	0	24	0	0	0	0	0	0	0	0	5	0	0	0
Lachnoclostridium phocaeense	1871021	S	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoanaerobaculum umeaense	617123	S	0	0	6	0	0	0	5	0	0	0	0	16	0	0	0
Butyrivibrio crossotus	45851	S	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
Lacrimispora saccharolytica	84030	S	0	0	16	0	0	0	9	0	0	0	0	6	0	0	0
Lacrimispora xylanolytica	29375	S	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Lacrimispora sphenoides	29370	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Simiaoa sunii	2763672	S	0	0	26	0	8	6	0	0	0	0	18	0	0	0	0
Lachnospira eligens	39485	S	0	0	21	0	0	0	0	0	0	8	0	6	0	0	0
Marvinbryantia formatexigens	168384	S	0	0	20	0	0	0	0	0	0	0	0	5	0	0	0
Wujia chipingensis	2763670	S	0	0	19	0	0	12	0	0	0	0	0	5	0	0	0
Anaerocolumna sedimenticola	2696063	S	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0
Stomatobaculum sp. F0698	3059030	S	0	0	14	0	0	8	35	0	0	0	0	7	28	0	0
Novisyntrophococcus fermenticellae	2068655	S	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Claveliimonas bilis	3028070	S	0	0	13	0	0	0	0	0	0	0	0	0	13	0	0
Wansuia hejianensis	2763667	S	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0
Kineothrix sp. MB12-C1	3070215	S	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Chordicoccus furentiruminis	2709410	S	0	0	8	0	10	0	9	6	0	0	0	0	0	0	0
Pseudobutyrivibrio xylanivorans	185007	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Anaeromicropila herbilytica	2785025	S	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0
Anaerotignum propionicum	28446	S	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
Faecalibacterium sp. I4-1-79	2929494	S	0	0	1185	13	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium sp. I3-3-33	2929492	S	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium sp. I2-3-92	2929490	S	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium sp. I4-3-84	2929495	S	0	0	95	0	0	15	0	0	0	10	0	0	0	0	0
Faecalibacterium sp. HTF-F	2929491	S	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium sp. IP-3-29	2929489	S	0	0	110	0	0	0	37	0	0	0	0	0	0	0	0
Faecalibacterium sp. IP-1-18	2929488	S	0	0	176	0	0	41	0	0	0	0	0	0	0	0	0
Faecalibacterium duncaniae	411483	S	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus bovis	2564099	S	0	0	16	11	0	0	6	0	0	0	0	0	0	0	0
Ruminococcus albus	1264	S	0	0	14	0	0	0	0	0	0	0	0	5	0	0	0
Ruminococcus champanellensis	1161942	S	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Subdoligranulum variabile	214851	S	0	0	227	20	0	0	0	0	0	5	0	0	0	0	0
Vescimonas fastidiosa	2714353	S	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Caproicibacterium amylolyticum	2766537	S	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Acutalibacter muris	1796620	S	0	0	18	8	0	6	0	0	0	0	0	0	0	0	0
Ruthenibacterium lactatiformans	1550024	S	0	0	14	0	0	5	5	0	0	5	0	9	0	14	0
Lawsonibacter asaccharolyticus	2108523	S	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium herbifermentans	2488810	S	0	0	5	0	0	5	0	0	0	0	0	11	8	0	0
Oscillibacter hominis	2763056	S	0	0	9	0	0	0	26	0	0	0	0	0	0	0	0
Anaerotruncus colihominis	169435	S	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Monoglobus pectinilyticus	1981510	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium perfringens	1502	S	0	0	497	371	1025	3475	1389	0	0	0	0	62	0	0	0
Clostridium butyricum	1492	S	0	0	328	85	110	944	464	0	0	0	0	41	0	0	0
Clostridium sp. M62/1	411486	S	0	0	98	0	0	0	0	0	0	0	0	0	0	6	0
Clostridium sp. DL-VIII	641107	S	0	0	13	0	0	13	11	0	0	0	0	0	0	0	0
Clostridium sp. SY8519	1042156	S	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0
Clostridium sp. BJN0001	2930219	S	0	0	12	0	0	0	12	0	0	0	0	23	0	0	0
Clostridium sp. JN-9	2507159	S	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. MB40-C1	3070996	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium isatidis	182773	S	0	0	25	9	17	112	53	0	0	0	0	7	0	5	0
Clostridium baratii	1561	S	0	0	16	0	6	45	26	0	0	0	0	36	0	0	0
Clostridium estertheticum	238834	S	0	0	19	0	5	13	10	0	0	0	0	20	0	0	0
Clostridium pasteurianum	1501	S	0	0	14	0	0	0	9	0	0	0	0	10	0	0	0
Clostridium chauvoei	46867	S	0	0	13	7	18	104	41	0	0	0	0	0	0	0	0
Clostridium thermarum	1716543	S	0	0	11	0	0	7	0	0	0	0	0	7	0	0	0
Clostridium cadaveris	1529	S	0	0	10	0	0	11	5	0	0	0	0	5	0	0	0
Clostridium intestinale	36845	S	0	0	9	0	0	19	0	0	0	0	0	11	0	11	0
Clostridium saccharoperbutylacetonicum	36745	S	0	0	8	0	7	16	11	0	0	0	0	10	0	0	0
Clostridium tetani	1513	S	0	0	7	0	0	6	14	0	0	0	0	11	0	91	0
Clostridium taeniosporum	394958	S	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0
Clostridium saccharobutylicum	169679	S	0	0	6	0	0	9	0	0	0	0	0	14	0	0	0
Clostridium argentinense	29341	S	0	0	6	0	0	0	10	0	0	0	0	18	0	0	0
Clostridium beijerinckii	1520	S	0	0	7	0	0	44	0	0	0	0	0	0	0	0	0
Clostridium sporogenes	1509	S	0	0	7	0	0	16	14	0	0	0	0	14	0	0	0
Clostridium felsineum	36839	S	0	0	5	0	0	0	0	0	0	0	0	17	0	0	0
Hathewaya histolytica	1498	S	0	0	29	0	0	8	0	0	7	0	0	0	0	0	0
Hungatella hathewayi	154046	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
