name	taxonomy_id	taxonomy_lvl	NEG	NC	TT28	TT54	TT20	TT81	TT60	AM26	AM24	AM29	AM13	TT21	AM48	TT55	TT23
Legionella lansingensis	45067	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Coxiella-like endosymbiont	1592897	S	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
Aquicella siphonis	254247	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Candidatus Thioglobus sp. NP1	2508687	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Acidiferrobacter sp. SPIII_3	1281578	S	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Gilliamella sp. ESL0405	2704653	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Frischella perrara	1267021	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Kangiella geojedonensis	914150	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Cognatishimia activa	1715691	S	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
Tritonibacter sp. AK171	3048493	S	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Amylibacter sp. IMCC11727	3039851	S	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Pseudohalocynthiibacter aestuariivivens	1591409	S	0	0	0	0	0	0	26	0	0	0	20	0	0	0	0
Sulfitobacter sp. SK012	1389005	S	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
Sulfitobacter sp. SK025	1389011	S	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0
Sulfitobacter sp. CB2047	1525218	S	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0
Sulfitobacter sp. W027	2867025	S	0	0	0	0	0	0	12	0	0	0	8	0	13	0	0
Sulfitobacter sp. M368	2867021	S	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
Leisingera sp. M523	2867013	S	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
Roseovarius mucosus	215743	S	0	0	0	0	0	0	54	0	0	0	17	0	0	0	0
Roseovarius pelagicus	2980108	S	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
Roseivivax sp. THAF40	2587858	S	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
Celeribacter marinus	1397108	S	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Octadecabacter arcticus	53946	S	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0
Sphingobium sp. LB126	1983755	S	0	0	0	0	0	0	18	0	14	0	0	0	0	0	0
Parasphingorhabdus litoris	394733	S	0	0	0	0	0	0	5	0	0	0	18	0	0	0	0
Erythrobacter sp. SCSIO 43205	2779361	S	0	0	0	0	0	0	6	0	0	0	11	0	0	0	0
Qipengyuania xiapuensis	2867236	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Rhizobium sp. K102	2918527	S	0	0	0	0	0	0	68	0	0	0	17	0	0	0	0
Rhizobium sp. CB3171	3039157	S	0	0	0	0	0	0	62	0	0	0	52	0	0	0	0
Rhizobium sp. NXC24	2048897	S	0	0	0	0	0	0	75	0	0	0	19	0	0	0	0
Rhizobium sp. CCGE 510	1132836	S	0	0	0	0	0	0	17	0	0	0	10	0	0	0	0
Rhizobium sp. BT-226	2986922	S	0	0	0	0	0	0	120	0	0	0	35	0	0	0	0
Rhizobium sp. Kim5	2020311	S	0	0	0	0	0	0	32	0	0	0	23	0	0	0	0
Rhizobium sp. IE4771	1301032	S	0	0	0	0	0	0	18	0	0	0	49	0	0	0	0
Pararhizobium sp. IMCC3301	3067904	S	0	0	0	0	0	0	14	0	0	0	22	0	0	0	0
Pararhizobium polonicum	1612624	S	0	0	0	0	0	0	20	0	0	0	8	0	0	0	0
Brucella sp. 6810	2769351	S	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
Brucella inopinata	1218315	S	0	0	0	0	0	0	30	0	0	0	6	0	0	0	0
Mesorhizobium sp. NZP2077	2483404	S	0	0	0	0	0	0	17	0	0	0	35	0	0	0	0
Mesorhizobium sp. 131-2-5	2744519	S	0	0	0	0	0	0	77	0	0	0	108	0	0	0	0
Mesorhizobium sp. C432A	2956836	S	0	0	0	0	0	0	55	0	0	0	144	0	0	0	0
Mesorhizobium sp. WSM4904	3038545	S	0	0	0	0	0	0	36	0	0	0	47	0	0	0	0
Mesorhizobium sp. 131-3-5	2744520	S	0	0	0	0	0	0	25	0	0	0	57	0	0	0	0
Mesorhizobium sp. C395A	2956832	S	0	0	0	0	0	0	32	0	0	0	37	0	0	0	0
Mesorhizobium loti	381	S	0	0	0	0	0	0	65	0	0	0	51	0	0	0	0
Mesorhizobium huakuii	28104	S	0	0	0	0	0	0	15	0	0	0	54	0	0	0	0
Aminobacter sp. SS-2016	1870862	S	0	0	0	0	0	0	50	0	0	0	44	0	0	0	0
Nitratireductor sp. GZWM139	2950541	S	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Maritalea myrionectae	454601	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Labrenzia sp. PHM005	2590016	S	0	0	0	0	0	0	12	0	0	0	30	0	0	0	0
Bartonella quintana	803	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Bartonella taylorii	33046	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Komagataeibacter medellinensis	1177712	S	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Acetobacter senegalensis	446692	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Acetobacter tropicalis	104102	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Oecophyllibacter saccharovorans	2558360	S	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0
Hirschia baltica	2724	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Temperatibacter marinus	1456591	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Variovorax sp. PDNC026	2811425	S	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0
Pelistega ratti	2652177	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Cupriavidus sp. USMAHM13	1389192	S	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0
Burkholderia metallica	488729	S	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
Burkholderia stagnalis	1503054	S	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Burkholderia arboris	488730	S	0	0	0	0	0	0	11	0	0	0	9	0	0	0	0
Burkholderia sp. MSMB0856	1637869	S	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
Pandoraea sp. NE5	2904129	S	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
Caballeronia sp. SL2Y3	2878151	S	0	0	0	0	0	0	16	0	0	0	9	0	0	0	0
Polynucleobacter sp. JS-JIR-II-b4	1758390	S	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Polynucleobacter sp. MWH-Braz-FAM2G	1855883	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Polynucleobacter sp. VK25	1758398	S	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Polynucleobacter sp. AM-7D1	2689102	S	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Polynucleobacter sp. JS-Mosq-20-D10	2576922	S	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Polynucleobacter sp. MWH-S4W17	1855910	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Neisseria dentiae	194197	S	0	0	0	0	0	0	12	0	0	0	6	0	0	0	0
Neisseria zoodegmatis	326523	S	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Neisseria musculi	1815583	S	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
Snodgrassella communis	2946699	S	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
Chromobacterium sp. Beijing	2735795	S	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
Nitrosospira sp. NRS527	155925	S	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Ferrovum myxofaciens	416213	S	0	0	0	0	0	0	14	0	0	0	6	0	0	0	0
Acidithiobacillus sp. YTS05	2927876	S	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Acidithiobacillus thiooxidans	930	S	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Rothia sp. SD9660Na	3047030	S	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0
Arthrobacter sp. CDRTa11	2651199	S	0	0	0	0	0	0	150	0	0	0	8	0	0	0	0
Arthrobacter sp. FB24	290399	S	0	0	0	0	0	0	141	0	0	0	13	0	0	0	0
Arthrobacter sp. DNA4	2963432	S	0	0	0	0	0	0	160	0	0	0	17	0	0	0	0
Arthrobacter sp. FW306-07-I	2879622	S	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0
Arthrobacter sp. NtRootA1	2830983	S	0	0	0	0	0	0	32	0	0	0	10	0	0	0	0
Arthrobacter sp. FW306-05-C	2879620	S	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0
Arthrobacter sp. zg-Y859	2964609	S	0	0	0	0	0	0	28	0	0	0	9	0	0	0	0
Arthrobacter sp. FX8	2997335	S	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Arthrobacter sp. NicSoilB11	2830999	S	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Arthrobacter sp. StoSoilA2	2830990	S	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0
Arthrobacter sp.	1667	S	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Arthrobacter sp. Helios	2828862	S	0	0	0	0	0	0	10	0	0	0	14	0	0	0	0
Arthrobacter sp. StoSoilB19	2830994	S	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
Arthrobacter citreus	1670	S	0	0	0	0	0	0	31	0	0	0	8	0	6	0	0
Pseudarthrobacter sp. NS4	2973976	S	0	0	0	0	0	0	463	0	0	0	15	0	0	0	0
Pseudarthrobacter sp. NIBRBAC000502770	2590785	S	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Pseudarthrobacter sp. NIBRBAC000502771	2590774	S	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Pseudarthrobacter psychrotolerans	2697569	S	0	0	0	0	0	0	100	0	0	0	20	0	7	0	0
Pseudarthrobacter sulfonivorans	121292	S	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Glutamicibacter sp. JL.03c	2984842	S	0	0	0	0	0	0	29	0	0	0	16	0	0	0	0
Paenarthrobacter sp. YJN-5	2735316	S	0	0	0	0	0	0	21	0	0	0	23	0	0	0	0
Nesterenkonia pannonica	1548602	S	0	0	0	0	0	0	29	0	0	0	14	0	0	0	0
Microbacterium sp. SGAir0570	2070348	S	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0
Curtobacterium sp. Arg-1	2935040	S	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0
Leucobacter coleopterorum	2714933	S	0	0	0	0	0	0	9	0	0	0	0	0	5	0	0
Chryseoglobus sp. 28M-23	2772253	S	0	0	0	0	0	0	27	0	0	0	44	0	0	0	0
Salinibacterium sp. M195	2583374	S	0	0	0	0	0	0	10	0	0	0	8	0	0	0	0
Rhodoluna limnophila	232537	S	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Rhodoluna lacicola	529884	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Pontimonas salivibrio	1159327	S	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Lysinibacter sp. HNR	3031408	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Demequina sp. TMPB413	2881056	S	0	0	0	0	0	0	36	0	0	0	34	0	0	0	0
Corynebacterium sp. L2-79-05	373068	S	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
Corynebacterium sp. P4-C1	3059081	S	0	0	0	0	0	0	87	0	0	0	0	0	38	0	0
Mycolicibacterium sp. P1-18	2024615	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Mycolicibacterium sp. TY66	2755560	S	0	0	0	0	0	0	827	0	0	0	0	0	0	0	0
Mycobacterium sp. Aquia_213	2991728	S	0	0	0	0	0	0	35	0	0	0	8	0	0	0	0
Mycobacterium sp. EPa45	1545728	S	0	0	0	0	0	0	14	0	0	0	21	0	0	0	0
Mycobacterium sp. Aquia_216	2991729	S	0	0	0	0	0	0	7	0	0	0	18	0	0	0	0
Mycobacterium shottsii	133549	S	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
Mycobacterium spongiae	886343	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Mycobacteroides salmoniphilum	404941	S	0	0	0	0	0	0	29	0	0	0	18	7	0	0	0
Mycolicibacter heraklionensis	512402	S	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
Rhodococcus sp. H-CA8f	1727214	S	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0
Rhodococcus sp. AH-ZY2	3047468	S	0	0	0	0	0	0	63	0	0	0	580	0	0	0	0
Rhodococcus koreensis	99653	S	0	0	0	0	0	0	41	0	0	0	20	0	0	0	0
Nocardia seriolae	37332	S	0	0	0	0	0	0	30	0	0	0	24	6	8	0	0
Dietzia sp. DQ12-45-1b	912801	S	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0
Actinomyces lilanjuaniae	2321394	S	0	0	0	0	0	0	13	0	0	0	0	5	12	0	0
Trueperella bialowiezensis	312285	S	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Arcanobacterium wilhelmae	1803177	S	0	0	0	0	0	0	8	0	0	0	7	0	13	0	0
Flaviflexus ciconiae	2496867	S	0	0	0	0	0	0	6	0	0	0	14	0	0	0	0
Boudabousia tangfeifanii	1912795	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Bifidobacterium sp. ESL0790	2983233	S	0	0	0	0	0	0	9	0	0	0	16	0	0	0	0
Bifidobacterium eulemuris	1765219	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Streptomyces sp. S4.7	2705439	S	0	0	0	0	0	0	249	0	0	0	17	0	0	0	0
Streptomyces sp. MRC013	2898276	S	0	0	0	0	0	0	35	0	0	0	8	0	0	0	0
Streptomyces sp. HUAS 14-6	2981135	S	0	0	0	0	0	0	33	0	0	0	27	0	0	0	0
Streptomyces sp. YIM 121038	2136401	S	0	0	0	0	0	0	28	0	0	0	40	0	0	0	0
Streptomyces sp. A2-16	2781734	S	0	0	0	0	0	0	21	0	0	0	15	0	0	0	0
Streptomyces sp. CNQ-509	444103	S	0	0	0	0	0	0	38	0	0	0	29	0	0	0	0
Streptomyces sp. BJ20	2930049	S	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0
Streptomyces sp. YPW6	2840373	S	0	0	0	0	0	0	18	0	0	0	20	0	0	0	0
Streptomyces sp. DSM 40868	2721173	S	0	0	0	0	0	0	14	0	0	0	25	0	0	0	0
Streptomyces sp. Go40/10	2825844	S	0	0	0	0	0	0	14	0	0	0	11	0	0	0	0
Streptomyces sp. INR7	2607753	S	0	0	0	0	0	0	17	0	0	0	41	0	0	0	0
Streptomyces sp. AM8-1-1	3075825	S	0	0	0	0	0	0	11	0	0	0	25	0	0	0	0
Streptomyces sp. CB09001	2083284	S	0	0	0	0	0	0	18	0	0	0	17	0	0	0	0
Streptomyces sp. HF10	2692233	S	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0
Streptomyces sp. RTd22	1841249	S	0	0	0	0	0	0	14	0	0	0	16	0	0	0	0
Streptomyces sp. S465	2979468	S	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
Streptomyces sp. AgN23	1188315	S	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
Streptomyces sp. CB04723	2748873	S	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Streptomyces sp. M92	2944250	S	0	0	0	0	0	0	10	0	0	0	10	0	0	0	0
Streptomyces sp. ST13-2-2	2879846	S	0	0	0	0	0	0	8	0	0	0	14	0	6	0	0
Streptomyces sp. WY228	2855836	S	0	0	0	0	0	0	52	0	0	0	48	0	0	0	0
Streptomyces sp. KPB2	2305221	S	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
Streptomyces sp. Tue 6075	1661694	S	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Streptomyces sp. CC0208	2306165	S	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0
Streptomyces qaidamensis	1783515	S	0	0	0	0	0	0	16	0	0	0	20	0	0	0	0
Streptomyces microflavus	1919	S	0	0	0	0	0	0	30	0	0	0	72	0	0	0	0
Streptomyces violaceusniger	68280	S	0	0	0	0	0	0	29	0	0	0	28	0	0	0	0
Streptomyces mobaraensis	35621	S	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0
Streptomyces griseocarneus	51201	S	0	0	0	0	0	0	31	0	0	0	13	0	0	0	0
Streptomyces buecherae	2763006	S	0	0	0	0	0	0	34	0	0	0	29	0	9	0	0
Streptomyces fodineus	1904616	S	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
Streptomyces pristinaespiralis	38300	S	0	0	0	0	0	0	27	0	0	0	24	0	0	0	0
Streptomyces alboflavus	67267	S	0	0	0	0	0	0	27	0	0	0	15	0	0	0	0
Streptomyces nigrescens	1920	S	0	0	0	0	0	0	55	0	0	0	34	0	0	0	0
Streptomyces caniscabiei	2746961	S	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
Streptomyces yangpuensis	1648182	S	0	0	0	0	0	0	25	0	0	0	7	0	0	0	0
Streptomyces glaucescens	1907	S	0	0	0	0	0	0	22	0	0	0	17	0	0	0	0
Streptomyces katrae	68223	S	0	0	0	0	0	0	18	0	0	0	14	0	0	0	0
Streptomyces aquilus	2548456	S	0	0	0	0	0	0	17	0	0	0	23	0	0	0	0
Streptomyces cyanogenus	80860	S	0	0	0	0	0	0	19	0	0	0	19	0	0	0	0
Streptomyces vinaceus	1960	S	0	0	0	0	0	0	16	0	0	0	20	0	0	0	0
Streptomyces rectiverticillatus	173860	S	0	0	0	0	0	0	15	0	0	0	19	0	0	0	0
Streptomyces akebiae	2865673	S	0	0	0	0	0	0	15	0	0	0	9	0	19	0	0
Streptomyces cavourensis	67258	S	0	0	0	0	0	0	34	0	0	0	17	0	0	0	0
Streptomyces alfalfae	1642299	S	0	0	0	0	0	0	11	0	0	0	13	0	0	0	0
Streptomyces lusitanus	68232	S	0	0	0	0	0	0	15	0	0	0	18	0	0	0	0
Streptomyces cyaneogriseus	68192	S	0	0	0	0	0	0	16	0	0	0	10	0	0	0	0
Streptomyces galilaeus	33899	S	0	0	0	0	0	0	11	0	0	0	18	0	0	0	0
Streptomyces hawaiiensis	67305	S	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0
Streptomyces janthinus	67308	S	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Streptomyces lincolnensis	1915	S	0	0	0	0	0	0	9	0	0	0	10	0	0	0	0
Streptomyces gardneri	66892	S	0	0	0	0	0	0	8	0	0	0	20	0	0	0	0
Streptomyces platensis	58346	S	0	0	0	0	0	0	12	0	0	0	20	0	0	0	0
Streptomyces californicus	67351	S	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Amycolatopsis sp. TNS106	2861750	S	0	0	0	0	0	0	28	0	0	0	33	0	0	0	0
Amycolatopsis sp. EV170708-02-1	2919322	S	0	0	0	0	0	0	28	0	0	0	29	0	0	0	0
Saccharomonospora azurea	40988	S	0	0	0	0	0	0	34	0	0	0	14	0	5	0	0
Saccharopolyspora sp. ASAGF58	2719023	S	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
Saccharopolyspora pogona	333966	S	0	0	0	0	0	0	27	0	0	0	30	0	5	0	0
Micromonospora sp. WMMD987	3016089	S	0	0	0	0	0	0	30	0	0	0	14	0	0	0	0
Verrucosispora sp. WMMA2044	3016419	S	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
Micromonospora sp. WMMD998	3016092	S	0	0	0	0	0	0	24	0	0	0	0	0	10	0	0
Micromonospora sp. WMMD714	3016097	S	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
Verrucosispora sp. WMMD573	3015149	S	0	0	0	0	0	0	12	0	0	0	14	0	7	0	0
Micromonospora sp. WMMD964	3016091	S	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
Micromonospora sp. HM134	2583243	S	0	0	0	0	0	0	13	0	0	0	18	0	0	0	0
Micromonospora sp. WMMD712	3016096	S	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Micromonospora sp. WMMD1076	3016103	S	0	0	0	0	0	0	14	0	0	0	34	0	0	0	0
Verrucosispora sp. WMMC514	3015156	S	0	0	0	0	0	0	11	0	0	0	16	0	0	0	0
Micromonospora inositola	47865	S	0	0	0	0	0	0	25	0	0	0	33	0	0	0	0
Micromonospora aurantiaca	47850	S	0	0	0	0	0	0	86	0	0	0	50	0	0	0	0
Dactylosporangium matsuzakiense	53360	S	0	0	0	0	0	0	33	0	8	0	23	0	0	0	0
Plantactinospora sp. BC1	2108470	S	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Plantactinospora sp. BB1	2071627	S	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Nocardiopsis akebiae	2831968	S	0	0	0	0	0	0	46	0	0	0	14	0	0	0	0
Thermobifida halotolerans	483545	S	0	0	0	0	0	0	22	0	0	0	24	0	0	0	0
Nakamurella antarctica	1902245	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Frankia sp. QA3	710111	S	0	0	0	0	0	0	24	0	0	0	21	0	0	0	0
Parolsenella catena	2003188	S	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
Gordonibacter pamelaeae	471189	S	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
Lactobacillus sp. 3B(2020)	2695882	S	0	0	0	0	0	0	41	5	0	0	99	0	0	209	0
Lactobacillus sp. PV034	2594495	S	0	0	0	0	0	0	9	46	0	10	28	0	0	35	0
Lactobacillus sp. CBA3606	2099789	S	0	0	0	0	0	0	13	18	0	0	8	0	0	5	0
Lactobacillus helsingborgensis	1218494	S	0	0	0	0	0	0	11	17	0	0	19	0	0	0	21
Lactobacillus intestinalis	151781	S	0	0	0	0	0	0	7	88	0	50	171	0	7	176	0
Limosilactobacillus pontis	35787	S	0	0	0	0	0	0	32	0	0	0	35	0	0	53	0
Limosilactobacillus gastricus	227942	S	0	0	0	0	0	0	29	0	0	0	43	0	0	103	0
Limosilactobacillus panis	47493	S	0	0	0	0	0	0	30	7	0	0	61	0	0	106	0
Limosilactobacillus frumenti	104955	S	0	0	0	0	0	0	21	7	0	0	99	0	0	157	0
Lactiplantibacillus paraplantarum	60520	S	0	0	0	0	0	0	8	0	0	0	10	0	0	28	0
Lacticaseibacillus sp. KACC 23028	3025672	S	0	0	0	0	0	0	7	0	0	0	5	0	0	6	0
Weissella soli	155866	S	0	0	0	0	0	0	5	0	0	0	0	0	0	18	0
Ligilactobacillus acidipiscis	89059	S	0	0	0	0	0	0	23	7	0	0	32	0	0	47	0
Ligilactobacillus animalis	1605	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Pediococcus acidilactici	1254	S	0	0	0	0	0	0	45	9	0	0	68	0	0	70	0
Pediococcus pentosaceus	1255	S	0	0	0	0	0	0	16	19	0	0	11	0	0	30	0
Lentilactobacillus parabuchneri	152331	S	0	0	0	0	0	0	9	0	0	0	13	0	0	12	0
Lentilactobacillus buchneri	1581	S	0	0	0	0	0	0	8	0	0	0	7	0	0	18	0
Fructilactobacillus hinvesii	2940300	S	0	0	0	0	0	0	10	0	0	0	0	6	0	0	0
Fructilactobacillus fructivorans	1614	S	0	0	0	0	0	0	6	6	0	0	0	0	0	13	0
Paucilactobacillus hokkaidonensis	1193095	S	0	0	0	0	0	0	12	0	0	0	12	0	0	28	0
Paucilactobacillus nenjiangensis	1296540	S	0	0	0	0	0	0	5	0	0	0	13	0	0	18	0
Companilactobacillus crustorum	392416	S	0	0	0	0	0	0	9	27	0	0	0	0	0	0	0
Apilactobacillus bombintestini	2419772	S	0	0	0	0	0	0	10	0	0	0	8	9	0	0	0
Furfurilactobacillus rossiae	231049	S	0	0	0	0	0	0	9	9	0	0	0	0	0	23	0
Liquorilactobacillus nagelii	82688	S	0	0	0	0	0	0	8	23	0	0	7	0	0	10	0
Nicoliella spurrieriana	2925830	S	0	0	0	0	0	0	7	0	0	0	5	0	0	6	0
Acetilactobacillus jinshanensis	1720083	S	0	0	0	0	0	0	6	0	0	0	7	0	0	32	0
Fundicoccus culcitae	2969821	S	0	0	0	0	0	0	5	0	0	0	7	5	0	6	0
Streptococcus parauberis	1348	S	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Streptococcus merionis	400065	S	0	0	0	0	0	0	8	0	0	0	114	0	0	8	0
Enterococcus durans	53345	S	0	0	0	0	0	0	14	0	0	0	23	7	0	0	0
Enterococcus wangshanyuanii	2005703	S	0	0	0	0	0	0	10	0	0	0	5	10	0	5	0
Vagococcus fluvialis	2738	S	0	0	0	0	0	0	10	0	0	0	11	7	0	12	0
Melissococcus plutonius	33970	S	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0
Jeotgalibaca porci	1868793	S	0	0	0	0	0	0	43	0	0	0	0	0	0	5	0
Marinilactibacillus sp. 15R	1911586	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Staphylococcus sp. NRL 22/194	3020908	S	0	0	0	0	0	0	135	0	0	0	0	0	24	0	0
Staphylococcus sp. 17KM0847	2583989	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Staphylococcus delphini	53344	S	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0
Staphylococcus devriesei	586733	S	0	0	0	0	0	0	30	0	0	0	0	7	0	8	0
Staphylococcus kloosii	29384	S	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
Staphylococcus muscae	1294	S	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
Staphylococcus schweitzeri	1654388	S	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Staphylococcus debuckii	2044912	S	0	0	0	0	0	0	18	0	0	0	0	6	0	0	0
Staphylococcus petrasii	1276936	S	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0
Staphylococcus schleiferi	1295	S	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
Staphylococcus agnetis	985762	S	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Staphylococcus rostri	522262	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Staphylococcus hyicus	1284	S	0	0	0	0	0	0	5	9	0	0	0	5	0	0	0
Staphylococcus piscifermentans	70258	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Jeotgalicoccus saudimassiliensis	1461582	S	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0
Mammaliicoccus sp. Marseille-Q6498	2962659	S	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Macrococcus bohemicus	1903056	S	0	0	0	0	0	0	782	0	0	0	0	0	0	0	0
Macrococcus epidermidis	1902580	S	0	0	0	0	0	0	248	0	0	0	0	5	0	0	0
Macrococcus sp. IME1552	1898474	S	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0
Macrococcus canis	1855823	S	0	0	0	0	0	0	60	0	0	0	0	18	0	0	0
Macrococcus brunensis	198483	S	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Macrococcus armenti	2875764	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Bacillus sp. N3536	2666127	S	0	0	0	0	0	0	2363	0	0	0	0	0	0	0	0
Bacillus sp. FJAT-22090	1581038	S	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
